id	extent	pages	description	type	rights	identifier	format	date	coverage	publisher	language	contributor	title	creator
129639915	16 p	16	SA aus: Koninklijke Akademie van wetenschappen te Amsterdam; proceedings, vol.18, no.4-5, pp.696-711␟[Sammelband, 1]				Language material	1915		Amsterdam	eng	Einstein, Albert (1879-1955)␟Haas, W. J. de	Experimental proof of the existence of Ampère's molecular currents -	
127303014	XXVII, 496 p	496	[Autogr.des Uebers.]				Language material	1953		Berkeley Los Angeles - Calif : University of California Press	eng	Einstein, Albert (1879-1955)␟Drake, Stillman (1910-)	Dialogue concerning the two chief world systems, Ptolemaic and Copernican -	Galilei, Galileo (1564-1642)
127304231	23 S., 7 Taf	23	Separatabdruck aus: Publikationen der Sternwarte des Eidgenössischen Polytechnikums, Band 5␟Diss. ETH Zürich, Nr. 92, 1913. - Ref.: A. Wolfer ; Korref.: A. Einstein	Hochschulschrift			Language material	1913			ger	Einstein, Albert (1879-1955) [Akademischer Betreuer]␟Wolfer, Alfred (1854-1931) [Akademischer Betreuer]	Untersuchungen über kurzperiodische Schwankungen der Häufigkeit der Sonnenflecken -	Frenkel, Elsa [Verfasser]
15511705X	1 Band	1	"""Contains papers presented at the Sedimentation Symposium to Honor Professor Hans Albert Einstein ... held at Berkeley, June 17-19, 1971"""				Language material	1972		Fort Collins, Colorado	eng	Hsieh, Wen Shen␟Einstein, Hans Albert (1904-1973)	Sedimentation - symposium to honor Professor H.A. Einstein	
154634190	64 S	64	Expl. aus der Nachlassbibliothek von Thomas Mann				Language material	1946		New York : Schick	eng	Unruh, Fritz von (1885-1970)␟Kronacher, Alvin␟Einstein, Albert (1879-1955)	Fritz von Unruh - a monograph	
154651249	64 S	64	Expl. aus der Nachlassbibliothek von Thomas Mann				Language material	1946		New York : Schick	ger	Kronacher, Alvin␟Unruh, Fritz von (1885-1970)␟Einstein, Albert (1879-1955)	Fritz von Unruh - a monograph	
154678376	198 S	198	Über die spezielle und die allgemeine Relativitätstheorie				Language material	1973		Budapest : Gondolat	hun	Novobátzky, Károly␟Vámos, Ferenc	A speciális és általános relativitás elmélete -	Einstein, Albert (1879-1955)
165440538	64 S	64					Language material	1949		Washington, D.C : National council against conscription	eng	Buck, Pearl S. (1892-1973)␟Bromfield, Louis (1896-1956)␟Einstein, Albert (1879-1955)	New evidence of the militarization of America - a report	
165445521	167 S	167		Belletristische Darstellung␟Aufsatzsammlung␟Quelle␟Anthologie		978-3-938767-37-5	Language material	2007		Basel : K. Engeler	ger	Dombois, Florian␟Einstein, Albert (1879-1955)␟Dath, Dietmar (1970-)	Nah am Original - fünf Autoren antworten auf Albert Einstein 1905	
152944605							Language material	1915		[S.l.]	ger	Einstein, Albert (1879-1955)␟Haas, W. J. de	Experimenteller Nachweis der Ampèreschen Molekularströme -	
159647444	89 p	89					Language material	1915		Leipzig : Teubner	ger	Lorentz, Hendrik A. (1853-1928)␟Einstein, Albert (1879-1955)␟Minkowski, Hermann (1864-1909)	Das Relativitätsprinzip - eine Sammlung von Abhandlungen	
15951875X	189 p	189				2-08-081183-5	Language material	2002		[Paris] : Flammarion	fre	Einstein, Albert (1879-1955)␟Solovine, Maurice␟Hanrion, Régis	Comment je vois le monde -	
15644741X	140 S	140	L'heure H a-t-elle sonne pour le monde?␟Expl. aus der Nachlassbibliothek von Thomas Mann				Language material	1955		Berlin : S. Fischer	ger	Martin, Charles-Noël␟Einstein, Albert (1879-1955)␟Mann, Thomas (1875-1955)	Hat die Stunde H geschlagen? - die wissenschaftlichen Tatsachen über die Wirkung der Wasserstoffbombe	
143441094	496 S	496					Language material	1967		Berkeley : University of California	eng	Drake, Stillman (1910-)␟Einstein, Albert (1879-1955)␟Galilei, Galileo (1564-1642)	Galileo Galilei - dialogue concerning two chief world systems-ptolemaic & copernican	
14348494X	XXV, 171 S	171	Nachdruck der Ausgabe von␟Zürich ; Stuttgart [etc.] : Europa Verlag, cop. 1956	Aufsatzsammlung		3-528-08934-2	Language material	1986		Braunschweig [etc.] : Vieweg	ger	Seelig, Carl (1894-1962)␟Meyenn, Karl von␟Einstein, Albert (1879-1955)	Helle Zeit - Dunkle Zeit - in memoriam Albert Einstein	
143505416	192 S	192					Language material	1989		Zürich : ETH-Bibliothek	ger	Baumgartner, Ida␟Einstein, Albert (1879-1955)␟Dällenbach, Walter (1892-1990)	Elektrizität und Magnetismus - Vorlesungen an der Eidgenössischen Technischen Hochschule Zürich, Wintersemester 1913/14	
141745398	V, 72 S. + II, 152 S	72	Reprint der Ausgabe: Leipzig, 1922␟Ursprünglich erschienen als: Ostwalds Klassiker der exakten Wissenschaften, Bände 199 und 207			3-8171-3207-7	Language material	1997		Thun [etc.] : Deutsch	ger	Fürth, R.␟Smoluchowski, Marian von␟Einstein, Albert (1879-1955)	Untersuchungen über die Theorie der Brownschen Bewegung - (1905)	
16864018X	321 S	321		Aufsatzsammlung		978-1-60280-126-4	Language material	2009		Jersey City, N.J : distrib. by KTAV Publishing House	eng	Wiesen, Jonathan␟Albert Einstein College of Medicine,	And you shall surely heal - the Albert Einstein College of Medicine synagogue compendium of Torah and medicine	
192940007	1 Bd. (Mehrere Zählungen)	1	Enthält: Grundlagen und Anwendungen der statistischen Mechanik / A. Wassmuth. - 1915. Schwankungserscheinungen in der Physik / Reinhold Fürth. - 1920. Ueber die spezielle und die allgemeine Relativitätstheorie / Albert Einstein. - 1922				Language material	1915		Braunschweig : Vieweg	ger	Fürth, Reinhold␟Einstein, Albert (1879-1955)	Grundlagen und Anwendungen der statistischen Mechanik -	Wassmuth, A.
263352196	103 S	103	Diss. Techn.Wiss. ETH Zürich, Nr. 99, 0000. Ref.: Weiss, P. ; Korref.: Einstein, A	Hochschulschrift			Language material	1913			ger	Einstein, Albert (1879-1955) [Akademischer Betreuer]␟Weiss, Pierre (1865-1940) [Akademischer Betreuer]	Magnetische Untersuchungen an Legierungen der Eisengruppe oberhalb des Curie-Punktes -	Renker, Hans
263352447	75 S	75	Diss. Naturwiss. ETH Zürich, Nr. 80, 0000. Ref.: Weiss, P. ; Korref.: Einstein, A	Hochschulschrift			Language material	1913			ger	Einstein, Albert (1879-1955) [Akademischer Betreuer]␟Weiss, Pierre (1865-1940) [Akademischer Betreuer]	Die Magnetisierungskoeffizienten des Wassers und des Sauerstoffs -	Piccard, Auguste (1884-1962)
258524286	74 S	74	andere Ausgabe: <<Die>> Grundlagen der Einsteinschen Gravitationstheorie␟1900532014␟dea␟ps␟NB038-2001␟nt				Language material	1917		Berlin : Springer	ger	Einstein, Albert	Die Grundlagen der Einsteinschen Gravitationstheorie -	Freundlich, Erwin
273832727	   v.		1900719668␟dea␟ps␟NB070-2004␟nt				Language material	1922			ger		"Untersuchungen über die Theorie der ""Brownschen Bewegung"" -"	Einstein, Albert (1879-1955)
296228818	31 S	31	Sonderausgabe aus: Sitzungsberichte der Preussischen Akademie der Wissenschaften. Phys.-math. Klasse, 1932, 32␟Sonderdr. aus: Sitzungsberichte der Preussischen Akademie der Wissenschaften ; 1932, 32␟1900529274␟dea␟ps␟NB018-2001␟nt				Language material	1932			ger	Mayer, Walter	Semi-Vektoren und Spinoren -	Einstein, Albert (1879-1955)
300900473	20 S	20	Reprinted from: Proceedings [of the Koninklijke Akademie van Wetenschappen te Amsterdam] vol. 36, no. 5 (1933), S. 497-515␟Sonderdr. aus: Proceedings / Koninklijke Akademie van Wetenschappen te Amsterdam ; vol. 36, no 5, 1933				Language material	1933		Amsterdam : Koninklijke Akademie van Wetenschappen	ger	Einstein, Albert (1879-1955)␟Mayer, W.	Die Diracgleichungen fuer Semivektoren -	
282695214	II, X, 320 p	320	1900529259␟dea␟ps␟NB116-2003␟nt␟1901189718␟dea␟ps␟NB116-2003␟nt				Language material	1938		Cambridge : University Press	eng	Infeld, Leopold (1898-1968)	The evolution of physics - The growth of ideas from the early concepts to relativity and quanta	Einstein, Albert (1879-1955)
289147247	19 S	19	"""Sonderausgabe aus den Sitzungsberichten der Preussischen Akademie der Wissenschaften, Phys.-Math. Klasse ; 1931, XXV""␟Sonderdr. aus: Sitzungsberichte der Preussischen Akademie der Wissenschaften ; 1931, 25␟1900529276␟dea␟ps␟NB018-2001␟nt"				Language material	1931		Berlin : Verlag der Akademie der Wissenschaften	ger	Mayer, W.␟Einstein, Albert (1879-1955)	Einheitliche Theorie von Gravitation und Elektrizität -	
291566553	V, 378 S	378					Language material	1973			eng	Seelig, Carl (1894-1962)	"Ideas and opinions, based on ""Mein Weltbild"" -"	Einstein, Albert (1879-1955)
368277410	77 S	77	Diss. Techn.Wiss. ETH Zürich, Nr. 84, 0000. Ref.: Weiss, P. ; Korref.: Einstein, A	Hochschulschrift			Language material	1913			ger	Einstein, Albert (1879-1955) [Akademischer Betreuer]␟Weiss, Pierre (1865-1940) [Akademischer Betreuer]	Die anfängliche Suszeptibilität von Eisen und Magnetit in Abhängigkeit von der Temperatur -	Renger, Karl
373293712	1 online resource (166 p.)	1	"Includes index␟""In der vorliegenden Ausarbeitung von vier Vorträgen, die ich an der Universität Princeton im Mai 1921 gehalten habe, wollte ich die Hauptgedanken und mathematischen Methoden der Relativitätstheorie zusammenfassen. Dabei habe ich mich bemüht, alles weniger Wesentliche wegzulassen, das Grundsätzliche aber doch so zu behandeln, dass das Ganze als Einführung für alle diejenigen dienen kann, welche die Elemente der höheren Mathematik beherrschen, aber nicht allzuviel Zeit und Mühe auf den Gegenstand verwenden wollen. Auf Vollständigkeit kann diese kurze Darlegung selbstverständlich keinen Anspruch machen, zumal ich die feineren, mehr mathematisch interessanten Entwicklungen, welche sich auf Variationsrechnung gründen, nicht behandelt habe. Mein Hauptziel war es, das Grundsätzliche in dem ganzen Gedankengang der Theorie klar hervortreten zu lassen."" Albert Einstein (Vorwort zur 1. Auflage der ""Vier Vorlesungen über Relativitätstheorie"")"	Online-Ressource	Lizenzbedingungen können den Zugang einschränken. License restrictions may limit access	978-3-540-87846-9␟10.1007/978-3-540-87847-6	Language material	2009		Heidelberg Heidelberg : Springer-Verlag	ger	ebrary, Inc.,	Grundzüge der relativitätstheorie -	Einstein, Albert (1879-1955)
283444479	346 S	346	andere Ausgabe: <<Eine>> Formel verändert die Welt␟Literaturverz. S. 343␟Das Buch handelt von der Entstehung der modernen Physik unter Newton und Einsteins Relativitätstheorie	Belletristische Darstellung␟Einführung		3-492-03248-6	Language material	1988		München [etc.] : Piper	ger		Eine Formel verändert die Welt - Newton, Einstein und die Relativitätstheorie	Fritzsch, Harald
266981674	VIII, 222 S	222	1900529266␟dea␟ps␟NB062-2001␟nt				Language material	1938		Leiden : A.W. Sijthoff's	ger	Infeld, Leopold (1898-1968)	Physik als Abenteuer der Erkenntnis - Übertragung aus dem Englischen	Einstein, Albert (1879-1955)
142061891	151 S	151	"Originaltitel: The meaning of relativity␟""Edizione integrale"""			88-8183-585-1	Language material	1997		Roma : Newton & Compton	ita	Vinassa de Régny, Emanuele␟Einstein, Albert (1879-1955)	Il significato della relatività -	
138512388	XIX, 418 S	418	Serienangabe auf dem Schutzumschlag			0-679-60105-8	Language material	1994		New York : The Modern Library	eng	Bargmann, Sonja␟Einstein, Albert (1879-1955)␟Einstein, Albert (1879-1955)␟Seelig, Carl (1894-1962)	Ideas and opinions -	
440077230	126 S	126		Briefsammlung			Language material	1968			ger	Hermann, Armin␟Einstein, Albert (1879-1955)	Briefwechsel - sechzig Briefe aus dem goldenen Zeitalter der modernen Physik	Sommerfeld, Arnold (1868-1951)
274944316	170 S	170	"Titel der englischen und amerikanischen Originalausgaben: ""Relativity - a richer truth""; deutsche Uebertragung von Gertrud Deuel␟Relativity - a richer truth␟Titel der engl. und amerikan. Originalausg␟Relativity - a richer truth␟1900166995␟dea␟ps␟NB028-2006␟nt"	Kongress␟Konferenzschrift			Language material	1952			ger		Wahrheit, relativ oder absolut ? -	Frank, Philipp
275036073	107 S	107	Enth.: Die gute Erde stirbt / Isaac Asimov	Quelle␟Aufsatzsammlung␟Briefsammlung		3-257-70044-X	Language material	1996		Zürich : Diogenes	ger	Freud, Sigmund (1856-1939)␟Asimov, Isaac (1920-1992)	Warum Krieg? - [ein Briefwechsel]	Einstein, Albert (1879-1955)
26748545X	222 p	222	Le sous-titre de la couverture porte comme dates: 1918-1955␟Einstein on peace␟Un tableau saisissant de l'histoire de ce siècle, vue par l'un de ses plus grands esprits	Quelle␟document		2-7056-6156-5	Language material	1991		Paris : Hermann	fre	Narayan, Sophie	Le pouvoir nu - propos sur la guerre et la paix : 1914-1955	Einstein, Albert
267830211	II, 175 S	175	"Auf Titelblatt: Finanziell unterstützt durch den Schweizerischen Nantionalfonds (Forschungsprojekt NF 2.151.-0.83, Jost-Föhlich) und als vervielfältigtes Manuskript dem Editorenteam der ""Collectes papers of Albert Einstein"" (Boston Univ. / Princeton Univ. Press) zur Verfügung gestellt␟Als Manuskript vervielfältigte Nachschrift von Vorlesungen, welche Albert Einstein während seiner dreisemestrigen Professur für Theoretische Physik an der ETH Zürich gehalten hat"	Einführung			Language material	1985			ger	Dällenbach, Walter	Thermodynamik - Vorlesung an der Eidgenössischen Technischen Hochschule Zürich, Wintersemester 1912/13	Einstein, Albert (1879-1955)
35394663X	XVIII, 237 S	237	Register␟Literaturverz␟Original title of the reproduced manuscript, p. 38-138␟Die Grundlage der allgemeinen Relativitätstheorie	Quelle		978-0-691-16253-9	Language material	2015		Princeton, N.J. [etc.] : Princeton University Press	eng	Einstein, Albert (1879-1955)␟Renn, Jürgen (1956-)	"The road to relativity - the history and meaning of Einstein's ""The foundation of general relativity"" : featuring the original manuscript of Einstein's masterpiece"	Gutfreund, Hanoch
292135386	192 S	192	Johannes Kepler␟1900177208␟dea␟ps␟NB038-2000␟nt	Biographie␟Briefsammlung			Language material	1953		Wiesbaden : Limes Verlag	ger	Einstein, Albert (1879-1955)␟Minkowski, Helmut	Johannes Kepler - Leben und Briefe	Baumgardt, Carola
282224572	228 S	228		Aufsatzsammlung			Language material	1965	Moskau		ger	Heipp, Günther␟Barth, Karl (1886-1968)␟Einstein, Albert (1879-1955)	Es geht ums Leben! - der Kampf gegen die Bombe 1945-1965 : eine Dokumentation : Stimmen des Gewissens aus aller Welt zur Atomgefahr : zur Vorgeschichte des Moskauer Teststoppabkommens	
29552958X	VIII, 154 p	154	(Ce livre est constitué par 3 ouvrages d'A'E')␟Bibliogr.: p. 149-153␟1900156429␟dea␟ps␟NB114-2002␟nt␟1900156430␟dea␟ps␟NB114-2002␟nt				Language material	1972		Paris : Gauthier-Villars	fre	Solovine, Maurice␟Tonnelat, Marie-Antoinette	Réflexions sur l'électrodynamique, l'éther, la géométrie et la relativité -	Einstein, Albert (1879-1955)
292839731	159 S	159	Cop. 1987: Philosophical Library␟Lettres à Maurice Solovine			0-8065-1422-1	Language material	1993		New York : Carol Publishing Group	eng	Solovine, Maurice␟Baskin, Wade␟Einstein, Albert (1879-1955)␟Einstein, Albert (1879-1955)	Letters to Solovine - [1906-1955]	Einstein, Albert (1879-1955)
